Date,Departments and Agencies,Tenure,Employees
201506,Environment and Climate Change Canada,Indeterminate,5620
201506,Environment and Climate Change Canada,Student,400
201506,Environment and Climate Change Canada,Term,271
201506,Farm Products Council of Canada,Casual,1
201506,Farm Products Council of Canada,Indeterminate,16
201506,Farm Products Council of Canada,Term,3
201506,Federal Economic Development Agency for Southern Ontario,Casual,19
201506,Federal Economic Development Agency for Southern Ontario,Indeterminate,173
201506,Federal Economic Development Agency for Southern Ontario,Student,5
201506,Federal Economic Development Agency for Southern Ontario,Term,11
201506,Federal Judges not part of any department,Indeterminate,1148
201506,Financial Consumer Agency of Canada,Casual,4
201506,Financial Consumer Agency of Canada,Indeterminate,70
201506,Financial Consumer Agency of Canada,Student,2
201506,Financial Consumer Agency of Canada,Term,3
201506,Financial Transactions and Reports Analysis Centre of Canada,Indeterminate,319
201506,Financial Transactions and Reports Analysis Centre of Canada,Student,20
201506,Financial Transactions and Reports Analysis Centre of Canada,Term,17
201506,Fisheries and Oceans Canada,Casual,504
201506,Fisheries and Oceans Canada,Indeterminate,8186
201506,Fisheries and Oceans Canada,Student,280
201506,Fisheries and Oceans Canada,Term,875
201506,Global Affairs Canada,Casual,215
201506,Global Affairs Canada,Indeterminate,5263
201506,Global Affairs Canada,Student,192
201506,Global Affairs Canada,Term,264
201506,Health Canada,Casual,206
201506,Health Canada,Indeterminate,8002
201506,Health Canada,Student,223
201506,Health Canada,Term,551
201506,Immigration and Refugee Board of Canada,Casual,44
201506,Immigration and Refugee Board of Canada,Indeterminate,702
201506,Immigration and Refugee Board of Canada,Student,31
201506,Immigration and Refugee Board of Canada,Term,139
201506,"Immigration, Refugees and Citizenship Canada",Casual,544
201506,"Immigration, Refugees and Citizenship Canada",Indeterminate,4256
201506,"Immigration, Refugees and Citizenship Canada",Student,229
201506,"Immigration, Refugees and Citizenship Canada",Term,1022
201506,Indian Oil and Gas Canada,Casual,2
201506,Indian Oil and Gas Canada,Indeterminate,71
201506,Indian Oil and Gas Canada,Student,10
201506,Indian Oil and Gas Canada,Term,5
201506,Indian Residential Schools Truth and Reconciliation Commission,Indeterminate,4
201506,Indian Residential Schools Truth and Reconciliation Commission,Term,3
201506,Indigenous and Northern Affairs Canada,Casual,200
201506,Indigenous and Northern Affairs Canada,Indeterminate,3882
201506,Indigenous and Northern Affairs Canada,Student,312
201506,Indigenous and Northern Affairs Canada,Term,233
201506,Infrastructure Canada,Casual,20
201506,Infrastructure Canada,Indeterminate,313
201506,Infrastructure Canada,Student,21
201506,Infrastructure Canada,Term,9
201506,"Innovation, Science and Economic Development Canada",Casual,84
201506,"Innovation, Science and Economic Development Canada",Indeterminate,4404
201506,"Innovation, Science and Economic Development Canada",Student,151
201506,"Innovation, Science and Economic Development Canada",Term,107
201506,International Joint Commission,Indeterminate,25
201506,International Joint Commission,Student,2
201506,International Joint Commission,Term,6
201506,Library and Archives Canada,Casual,66
201506,Library and Archives Canada,Indeterminate,760
201506,Library and Archives Canada,Student,19
201506,Library and Archives Canada,Term,109
201506,Military Grievances External Review Committee,Casual,3
201506,Military Grievances External Review Committee,Indeterminate,38
201506,Military Grievances External Review Committee,Term,2
201506,Military Police Complaints Commission of Canada,Casual,1
201506,Military Police Complaints Commission of Canada,Indeterminate,20
201506,Military Police Complaints Commission of Canada,Student,1
201506,National Defence,Casual,737
201506,National Defence,Indeterminate,20706
201506,National Defence,Student,309
201506,National Defence,Term,640
201506,National Energy Board,Indeterminate,409
201506,National Energy Board,Student,13
201506,National Energy Board,Term,31
201506,National Film Board,Indeterminate,336
201506,National Film Board,Term,63
201506,National Research Council Canada,Indeterminate,3049
201506,National Research Council Canada,Student,117
201506,National Research Council Canada,Term,525
201506,Natural Resources Canada,Casual,184
201506,Natural Resources Canada,Indeterminate,3484
201506,Natural Resources Canada,Student,213
201506,Natural Resources Canada,Term,177
201506,Office of the Auditor General of Canada,Casual,1
201506,Office of the Auditor General of Canada,Indeterminate,512
201506,Office of the Auditor General of Canada,Student,38
201506,Office of the Auditor General of Canada,Term,35
201506,Office of the Commissioner for Federal Judicial Affairs Canada,Casual,5
201506,Office of the Commissioner for Federal Judicial Affairs Canada,Indeterminate,46
201506,Office of the Commissioner for Federal Judicial Affairs Canada,Term,2
201506,Office of the Commissioner of Lobbying of Canada,Indeterminate,25
201506,Office of the Commissioner of Lobbying of Canada,Term,1
201506,Office of the Commissioner of Official Languages,Casual,5
201506,Office of the Commissioner of Official Languages,Indeterminate,159
201506,Office of the Commissioner of Official Languages,Student,8
201506,Office of the Commissioner of Official Languages,Term,4
201506,Office of the Governor General's Secretary,Casual,5
201506,Office of the Governor General's Secretary,Indeterminate,138
201506,Office of the Governor General's Secretary,Student,36
201506,Office of the Governor General's Secretary,Term,12
201506,Office of the Prime Minister,Student,1
201506,Office of the Public Sector Integrity Commissioner of Canada,Indeterminate,24
201506,Office of the Public Sector Integrity Commissioner of Canada,Term,1
201506,Office of the Superintendent of Financial Institutions Canada,Casual,3
201506,Office of the Superintendent of Financial Institutions Canada,Indeterminate,640
201506,Office of the Superintendent of Financial Institutions Canada,Student,9
201506,Office of the Superintendent of Financial Institutions Canada,Term,21
201506,Offices of the information and Privacy Commissioners of Canada,Casual,20
201506,Offices of the information and Privacy Commissioners of Canada,Indeterminate,231
201506,Offices of the information and Privacy Commissioners of Canada,Student,8
201506,Offices of the information and Privacy Commissioners of Canada,Term,10
201506,Parks Canada,Casual,65
201506,Parks Canada,Indeterminate,4122
201506,Parks Canada,Student,868
201506,Parks Canada,Term,784
201506,Parole Board of Canada,Casual,12
201506,Parole Board of Canada,Indeterminate,344
201506,Parole Board of Canada,Student,8
201506,Parole Board of Canada,Term,76
201506,Patented Medicine Prices Review Board Canada,Casual,4
201506,Patented Medicine Prices Review Board Canada,Indeterminate,51
201506,Patented Medicine Prices Review Board Canada,Student,1
201506,Patented Medicine Prices Review Board Canada,Term,1
201506,Privy Council Office,Casual,39
201506,Privy Council Office,Indeterminate,651
201506,Privy Council Office,Student,18
201506,Privy Council Office,Term,15
201506,Public Health Agency of Canada,Casual,78
201506,Public Health Agency of Canada,Indeterminate,1840
201506,Public Health Agency of Canada,Student,114
201506,Public Health Agency of Canada,Term,136
201506,Public Prosecution Service of Canada,Casual,20
201506,Public Prosecution Service of Canada,Indeterminate,897
201506,Public Prosecution Service of Canada,Term,64
201506,Public Safety Canada,Casual,66
201506,Public Safety Canada,Indeterminate,830
201506,Public Safety Canada,Student,50
201506,Public Safety Canada,Term,24
201506,Public Service Commission of Canada,Casual,24
201506,Public Service Commission of Canada,Indeterminate,681
201506,Public Service Commission of Canada,Student,25
201506,Public Service Commission of Canada,Term,9
201506,Public Services and Procurement Canada,Casual,393
201506,Public Services and Procurement Canada,Indeterminate,10618
201506,Public Services and Procurement Canada,Student,378
201506,Public Services and Procurement Canada,Term,563
201506,RCMP External Review Committee,Indeterminate,4
201506,RCMP External Review Committee,Term,1
201506,Registrar of the Supreme Court of Canada,Casual,10
201506,Registrar of the Supreme Court of Canada,Indeterminate,151
201506,Registrar of the Supreme Court of Canada,Student,14
201506,Registrar of the Supreme Court of Canada,Term,35
201506,Royal Canadian Mounted Police (Civilian Staff),Casual,168
201506,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,5739
201506,Royal Canadian Mounted Police (Civilian Staff),Student,88
201506,Royal Canadian Mounted Police (Civilian Staff),Term,456
201506,Science and Engineering Research Canada,Indeterminate,343
201506,Science and Engineering Research Canada,Student,25
201506,Science and Engineering Research Canada,Term,52
201506,Security Intelligence Review Committee,Indeterminate,17
201506,Security Intelligence Review Committee,Term,1
201506,Shared Services Canada,Casual,131
201506,Shared Services Canada,Indeterminate,4739
201506,Shared Services Canada,Student,79
201506,Shared Services Canada,Term,250
201506,Social Sciences and Humanities Research Council of Canada,Indeterminate,161
201506,Social Sciences and Humanities Research Council of Canada,Student,5
201506,Social Sciences and Humanities Research Council of Canada,Term,30
201506,Statistical Survey Operations,Indeterminate,477
201506,Statistical Survey Operations,Term,1140
201506,Statistics Canada,Casual,122
201506,Statistics Canada,Indeterminate,4292
201506,Statistics Canada,Student,241
201506,Statistics Canada,Term,272
201506,Status of Women Canada,Casual,4
201506,Status of Women Canada,Indeterminate,77
201506,Status of Women Canada,Student,2
201506,Status of Women Canada,Term,5
201506,The Correctional Investigator Canada,Casual,3
201506,The Correctional Investigator Canada,Indeterminate,31
201506,The Correctional Investigator Canada,Student,1
201506,The Correctional Investigator Canada,Term,2
201506,Transport Canada,Casual,208
201506,Transport Canada,Indeterminate,4889
201506,Transport Canada,Student,109
201506,Transport Canada,Term,94
201506,Transportation Safety Board of Canada,Indeterminate,196
201506,Transportation Safety Board of Canada,Student,3
201506,Transportation Safety Board of Canada,Term,5
201506,Treasury Board of Canada Secretariat,Casual,46
201506,Treasury Board of Canada Secretariat,Indeterminate,1582
201506,Treasury Board of Canada Secretariat,Student,53
201506,Treasury Board of Canada Secretariat,Term,38
201506,Veterans Affairs Canada,Casual,138
201506,Veterans Affairs Canada,Indeterminate,2594
201506,Veterans Affairs Canada,Student,94
201506,Veterans Affairs Canada,Term,292
201506,Western Economic Diversification Canada,Casual,12
201506,Western Economic Diversification Canada,Indeterminate,244
201506,Western Economic Diversification Canada,Student,27
201506,Western Economic Diversification Canada,Term,15
201509,Administrative Tribunals Support Service of Canada,Casual,18
201509,Administrative Tribunals Support Service of Canada,Indeterminate,279
201509,Administrative Tribunals Support Service of Canada,Student,5
201509,Administrative Tribunals Support Service of Canada,Term,62
201509,Agriculture and Agri-Food Canada,Casual,148
201509,Agriculture and Agri-Food Canada,Indeterminate,4113
201509,Agriculture and Agri-Food Canada,Student,429
201509,Agriculture and Agri-Food Canada,Term,250
201509,Atlantic Canada Opportunities Agency,Casual,12
201509,Atlantic Canada Opportunities Agency,Indeterminate,538
201509,Atlantic Canada Opportunities Agency,Student,8
201509,Atlantic Canada Opportunities Agency,Term,14
201509,Canada Border Services Agency,Casual,211
201509,Canada Border Services Agency,Indeterminate,13215
201509,Canada Border Services Agency,Student,341
201509,Canada Border Services Agency,Term,162
201509,Canada Revenue Agency,Indeterminate,30326
201509,Canada Revenue Agency,Student,539
201509,Canada Revenue Agency,Term,6497
201509,Canada School of Public Service,Casual,68
201509,Canada School of Public Service,Indeterminate,529
201509,Canada School of Public Service,Student,35
201509,Canada School of Public Service,Term,17
201509,Canadian Dairy Commission,Casual,1
201509,Canadian Dairy Commission,Indeterminate,48
201509,Canadian Dairy Commission,Student,1
201509,Canadian Dairy Commission,Term,6
201509,Canadian Environmental Assessment Agency,Casual,9
201509,Canadian Environmental Assessment Agency,Indeterminate,190
201509,Canadian Environmental Assessment Agency,Student,4
201509,Canadian Environmental Assessment Agency,Term,24
201509,Canadian Food Inspection Agency,Casual,1
201509,Canadian Food Inspection Agency,Indeterminate,5264
201509,Canadian Food Inspection Agency,Student,57
201509,Canadian Food Inspection Agency,Term,501
201509,Canadian Grain Commission,Casual,5
201509,Canadian Grain Commission,Indeterminate,376
201509,Canadian Grain Commission,Student,4
201509,Canadian Grain Commission,Term,13
201509,Canadian Heritage,Casual,52
201509,Canadian Heritage,Indeterminate,1497
201509,Canadian Heritage,Student,46
201509,Canadian Heritage,Term,70
201509,Canadian Human Rights Commission,Casual,9
201509,Canadian Human Rights Commission,Indeterminate,172
201509,Canadian Human Rights Commission,Student,7
201509,Canadian Human Rights Commission,Term,12
201509,Canadian Institutes of Health Research,Indeterminate,368
201509,Canadian Institutes of Health Research,Student,9
201509,Canadian Institutes of Health Research,Term,30
201509,Canadian Intergovernmental Conference Secretariat,Casual,1
201509,Canadian Intergovernmental Conference Secretariat,Indeterminate,20
201509,Canadian Intergovernmental Conference Secretariat,Student,3
201509,Canadian Northern Economic Development Agency,Casual,2
201509,Canadian Northern Economic Development Agency,Indeterminate,69
201509,Canadian Northern Economic Development Agency,Student,1
201509,Canadian Northern Economic Development Agency,Term,4
201509,Canadian Nuclear Safety Commission,Indeterminate,754
201509,Canadian Nuclear Safety Commission,Term,66
201509,Canadian Polar Commission,Casual,1
201509,Canadian Polar Commission,Indeterminate,7
201509,Canadian Polar Commission,Term,7
201509,Canadian Radio-television and Telecommunications Commission,Casual,9
201509,Canadian Radio-television and Telecommunications Commission,Indeterminate,407
201509,Canadian Radio-television and Telecommunications Commission,Student,3
201509,Canadian Radio-television and Telecommunications Commission,Term,20
201509,Canadian Space Agency,Casual,19
201509,Canadian Space Agency,Indeterminate,541
201509,Canadian Space Agency,Student,10
201509,Canadian Space Agency,Term,17
201509,Canadian Transportation Agency,Casual,11
201509,Canadian Transportation Agency,Indeterminate,197
201509,Canadian Transportation Agency,Student,4
201509,Canadian Transportation Agency,Term,13
201509,Civilian Review and Complaints Commission for the RCMP,Casual,6
201509,Civilian Review and Complaints Commission for the RCMP,Indeterminate,48
201509,Civilian Review and Complaints Commission for the RCMP,Term,6
201509,Communications Security Establishment,Indeterminate,1981
201509,Communications Security Establishment,Term,127
201509,Copyright Board Canada,Casual,1
201509,Copyright Board Canada,Indeterminate,13
201509,Copyright Board Canada,Term,2
201509,Correctional Service Canada,Casual,165
201509,Correctional Service Canada,Indeterminate,16251
201509,Correctional Service Canada,Student,51
201509,Correctional Service Canada,Term,760
201509,Courts Administration Service,Casual,32
201509,Courts Administration Service,Indeterminate,473
201509,Courts Administration Service,Student,10
201509,Courts Administration Service,Term,97
201509,Department of Finance Canada,Casual,14
201509,Department of Finance Canada,Indeterminate,701
201509,Department of Finance Canada,Student,3
201509,Department of Finance Canada,Term,9
201509,Department of Justice Canada,Casual,109
201509,Department of Justice Canada,Indeterminate,3984
201509,Department of Justice Canada,Student,26
201509,Department of Justice Canada,Term,291
201509,Economic Development Agency of Canada for the Regions of Quebec,Casual,27
201509,Economic Development Agency of Canada for the Regions of Quebec,Indeterminate,256
201509,Economic Development Agency of Canada for the Regions of Quebec,Student,11
201509,Economic Development Agency of Canada for the Regions of Quebec,Term,28
201509,Elections Canada,Casual,226
201509,Elections Canada,Indeterminate,322
201509,Elections Canada,Student,17
201509,Elections Canada,Term,241
201509,Employment and Social Development Canada,Casual,501
201509,Employment and Social Development Canada,Indeterminate,16551
201509,Employment and Social Development Canada,Student,364
201509,Employment and Social Development Canada,Term,3815
201509,Environment and Climate Change Canada,Casual,93
201509,Environment and Climate Change Canada,Indeterminate,5538
201509,Environment and Climate Change Canada,Student,139
201509,Environment and Climate Change Canada,Term,297
201509,Farm Products Council of Canada,Casual,1
201509,Farm Products Council of Canada,Indeterminate,15
201509,Farm Products Council of Canada,Term,3
201509,Federal Economic Development Agency for Southern Ontario,Casual,10
201509,Federal Economic Development Agency for Southern Ontario,Indeterminate,180
201509,Federal Economic Development Agency for Southern Ontario,Student,5
201509,Federal Economic Development Agency for Southern Ontario,Term,11
201509,Federal Judges not part of any department,Indeterminate,1169
201509,Federal Judges not part of any department,Term,1
201509,Financial Consumer Agency of Canada,Casual,4
201509,Financial Consumer Agency of Canada,Indeterminate,74
201509,Financial Consumer Agency of Canada,Student,1
201509,Financial Consumer Agency of Canada,Term,3
201509,Financial Transactions and Reports Analysis Centre of Canada,Indeterminate,304
201509,Financial Transactions and Reports Analysis Centre of Canada,Student,8
201509,Financial Transactions and Reports Analysis Centre of Canada,Term,18
201509,Fisheries and Oceans Canada,Casual,459
201509,Fisheries and Oceans Canada,Indeterminate,8220
201509,Fisheries and Oceans Canada,Student,147
201509,Fisheries and Oceans Canada,Term,965
201509,Global Affairs Canada,Casual,165
201509,Global Affairs Canada,Indeterminate,5193
201509,Global Affairs Canada,Student,70
201509,Global Affairs Canada,Term,259
201509,Health Canada,Casual,207
201509,Health Canada,Indeterminate,7941
201509,Health Canada,Student,82
201509,Health Canada,Term,553
201509,Immigration and Refugee Board of Canada,Casual,54
201509,Immigration and Refugee Board of Canada,Indeterminate,694
201509,Immigration and Refugee Board of Canada,Student,6
201509,Immigration and Refugee Board of Canada,Term,138
201509,"Immigration, Refugees and Citizenship Canada",Casual,438
201509,"Immigration, Refugees and Citizenship Canada",Indeterminate,4268
201509,"Immigration, Refugees and Citizenship Canada",Student,73
201509,"Immigration, Refugees and Citizenship Canada",Term,1066
201509,Indian Oil and Gas Canada,Casual,1
201509,Indian Oil and Gas Canada,Indeterminate,70
201509,Indian Oil and Gas Canada,Student,3
201509,Indian Oil and Gas Canada,Term,6
201509,Indian Residential Schools Truth and Reconciliation Commission,Indeterminate,3
201509,Indian Residential Schools Truth and Reconciliation Commission,Term,3
201509,Indigenous and Northern Affairs Canada,Casual,179
201509,Indigenous and Northern Affairs Canada,Indeterminate,3841
201509,Indigenous and Northern Affairs Canada,Student,124
201509,Indigenous and Northern Affairs Canada,Term,224
201509,Infrastructure Canada,Casual,12
201509,Infrastructure Canada,Indeterminate,317
201509,Infrastructure Canada,Student,21
201509,Infrastructure Canada,Term,9
201509,"Innovation, Science and Economic Development Canada",Casual,75
201509,"Innovation, Science and Economic Development Canada",Indeterminate,4364
201509,"Innovation, Science and Economic Development Canada",Student,82
201509,"Innovation, Science and Economic Development Canada",Term,116
201509,International Joint Commission,Casual,3
201509,International Joint Commission,Indeterminate,24
201509,International Joint Commission,Student,6
201509,International Joint Commission,Term,4
201509,Library and Archives Canada,Casual,48
201509,Library and Archives Canada,Indeterminate,765
201509,Library and Archives Canada,Student,11
201509,Library and Archives Canada,Term,126
201509,Military Grievances External Review Committee,Casual,2
201509,Military Grievances External Review Committee,Indeterminate,35
201509,Military Grievances External Review Committee,Term,4
201509,Military Police Complaints Commission of Canada,Indeterminate,21
201509,Military Police Complaints Commission of Canada,Student,1
201509,Military Police Complaints Commission of Canada,Term,1
201509,National Defence,Casual,744
201509,National Defence,Indeterminate,20636
201509,National Defence,Student,106
201509,National Defence,Term,699
201509,National Energy Board,Casual,3
201509,National Energy Board,Indeterminate,410
201509,National Energy Board,Student,3
201509,National Energy Board,Term,29
201509,National Film Board,Indeterminate,331
201509,National Film Board,Term,61
201509,National Research Council Canada,Indeterminate,3060
201509,National Research Council Canada,Term,562
201509,Natural Resources Canada,Casual,171
201509,Natural Resources Canada,Indeterminate,3458
201509,Natural Resources Canada,Student,80
201509,Natural Resources Canada,Term,188
201509,Office of the Auditor General of Canada,Casual,2
201509,Office of the Auditor General of Canada,Indeterminate,527
201509,Office of the Auditor General of Canada,Student,11
201509,Office of the Auditor General of Canada,Term,36
201509,Office of the Commissioner for Federal Judicial Affairs Canada,Casual,7
201509,Office of the Commissioner for Federal Judicial Affairs Canada,Indeterminate,49
201509,Office of the Commissioner for Federal Judicial Affairs Canada,Term,2
201509,Office of the Commissioner of Lobbying of Canada,Indeterminate,24
201509,Office of the Commissioner of Lobbying of Canada,Term,1
201509,Office of the Commissioner of Official Languages,Casual,5
201509,Office of the Commissioner of Official Languages,Indeterminate,151
201509,Office of the Commissioner of Official Languages,Student,8
201509,Office of the Commissioner of Official Languages,Term,6
201509,Office of the Governor General's Secretary,Casual,7
201509,Office of the Governor General's Secretary,Indeterminate,142
201509,Office of the Governor General's Secretary,Student,28
201509,Office of the Governor General's Secretary,Term,9
201509,Office of the Public Sector Integrity Commissioner of Canada,Casual,1
201509,Office of the Public Sector Integrity Commissioner of Canada,Indeterminate,26
201509,Office of the Superintendent of Financial Institutions Canada,Casual,2
201509,Office of the Superintendent of Financial Institutions Canada,Indeterminate,633
201509,Office of the Superintendent of Financial Institutions Canada,Term,22
201509,Offices of the information and Privacy Commissioners of Canada,Casual,18
201509,Offices of the information and Privacy Commissioners of Canada,Indeterminate,222
201509,Offices of the information and Privacy Commissioners of Canada,Student,9
201509,Offices of the information and Privacy Commissioners of Canada,Term,9
201509,Parks Canada,Casual,108
201509,Parks Canada,Indeterminate,4023
201509,Parks Canada,Student,917
201509,Parks Canada,Term,890
201509,Parole Board of Canada,Casual,16
201509,Parole Board of Canada,Indeterminate,339
201509,Parole Board of Canada,Student,1
201509,Parole Board of Canada,Term,78
201509,Patented Medicine Prices Review Board Canada,Casual,2
201509,Patented Medicine Prices Review Board Canada,Indeterminate,54
201509,Patented Medicine Prices Review Board Canada,Student,1
201509,Patented Medicine Prices Review Board Canada,Term,2
201509,Privy Council Office,Casual,28
201509,Privy Council Office,Indeterminate,644
201509,Privy Council Office,Student,7
201509,Privy Council Office,Term,18
201509,Public Health Agency of Canada,Casual,62
201509,Public Health Agency of Canada,Indeterminate,1844
201509,Public Health Agency of Canada,Student,34
201509,Public Health Agency of Canada,Term,120
201509,Public Prosecution Service of Canada,Casual,9
201509,Public Prosecution Service of Canada,Indeterminate,890
201509,Public Prosecution Service of Canada,Term,71
201509,Public Safety Canada,Casual,51
201509,Public Safety Canada,Indeterminate,826
201509,Public Safety Canada,Student,18
201509,Public Safety Canada,Term,32
201509,Public Service Commission of Canada,Casual,26
201509,Public Service Commission of Canada,Indeterminate,667
201509,Public Service Commission of Canada,Student,19
201509,Public Service Commission of Canada,Term,10
201509,Public Services and Procurement Canada,Casual,390
201509,Public Services and Procurement Canada,Indeterminate,10542
201509,Public Services and Procurement Canada,Student,147
201509,Public Services and Procurement Canada,Term,567
201509,RCMP External Review Committee,Indeterminate,4
201509,RCMP External Review Committee,Term,2
201509,Registrar of the Supreme Court of Canada,Casual,6
201509,Registrar of the Supreme Court of Canada,Indeterminate,152
201509,Registrar of the Supreme Court of Canada,Student,15
201509,Registrar of the Supreme Court of Canada,Term,35
201509,Royal Canadian Mounted Police (Civilian Staff),Casual,101
201509,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,5740
201509,Royal Canadian Mounted Police (Civilian Staff),Student,53
201509,Royal Canadian Mounted Police (Civilian Staff),Term,445
201509,Science and Engineering Research Canada,Indeterminate,353
201509,Science and Engineering Research Canada,Student,6
201509,Science and Engineering Research Canada,Term,54
201509,Security Intelligence Review Committee,Indeterminate,17
201509,Security Intelligence Review Committee,Student,1
201509,Security Intelligence Review Committee,Term,1
201509,Shared Services Canada,Casual,103
201509,Shared Services Canada,Indeterminate,4665
201509,Shared Services Canada,Student,47
201509,Shared Services Canada,Term,262
201509,Social Sciences and Humanities Research Council of Canada,Indeterminate,165
201509,Social Sciences and Humanities Research Council of Canada,Student,1
201509,Social Sciences and Humanities Research Council of Canada,Term,26
201509,Statistical Survey Operations,Indeterminate,472
201509,Statistical Survey Operations,Term,1196
201509,Statistics Canada,Casual,114
201509,Statistics Canada,Indeterminate,4352
201509,Statistics Canada,Student,185
201509,Statistics Canada,Term,337
201509,Status of Women Canada,Casual,5
201509,Status of Women Canada,Indeterminate,80
201509,Status of Women Canada,Student,2
201509,Status of Women Canada,Term,6
201509,The Correctional Investigator Canada,Casual,4
201509,The Correctional Investigator Canada,Indeterminate,30
201509,The Correctional Investigator Canada,Term,1
201509,Transport Canada,Casual,160
201509,Transport Canada,Indeterminate,4992
201509,Transport Canada,Student,64
201509,Transport Canada,Term,106
201509,Transportation Safety Board of Canada,Casual,4
201509,Transportation Safety Board of Canada,Indeterminate,195
201509,Transportation Safety Board of Canada,Term,5
201509,Treasury Board of Canada Secretariat,Casual,34
201509,Treasury Board of Canada Secretariat,Indeterminate,1581
201509,Treasury Board of Canada Secretariat,Student,19
201509,Treasury Board of Canada Secretariat,Term,48
201509,Veterans Affairs Canada,Casual,156
201509,Veterans Affairs Canada,Indeterminate,2619
201509,Veterans Affairs Canada,Student,54
201509,Veterans Affairs Canada,Term,325
201509,Western Economic Diversification Canada,Casual,7
201509,Western Economic Diversification Canada,Indeterminate,245
201509,Western Economic Diversification Canada,Student,11
201509,Western Economic Diversification Canada,Term,19
201512,Administrative Tribunals Support Service of Canada,Casual,18
201512,Administrative Tribunals Support Service of Canada,Indeterminate,275
201512,Administrative Tribunals Support Service of Canada,Student,8
201512,Administrative Tribunals Support Service of Canada,Term,59
201512,Agriculture and Agri-Food Canada,Casual,188
201512,Agriculture and Agri-Food Canada,Indeterminate,4107
201512,Agriculture and Agri-Food Canada,Student,553
201512,Agriculture and Agri-Food Canada,Term,210
201512,Atlantic Canada Opportunities Agency,Casual,13
201512,Atlantic Canada Opportunities Agency,Indeterminate,552
201512,Atlantic Canada Opportunities Agency,Student,16
201512,Atlantic Canada Opportunities Agency,Term,17
201512,Canada Border Services Agency,Casual,197
201512,Canada Border Services Agency,Indeterminate,13263
201512,Canada Border Services Agency,Student,493
201512,Canada Border Services Agency,Term,189
201512,Canada Revenue Agency,Indeterminate,30930
201512,Canada Revenue Agency,Student,600
201512,Canada Revenue Agency,Term,6531
201512,Canada School of Public Service,Casual,71
201512,Canada School of Public Service,Indeterminate,536
201512,Canada School of Public Service,Student,34
201512,Canada School of Public Service,Term,17
201512,Canadian Dairy Commission,Casual,1
201512,Canadian Dairy Commission,Indeterminate,53
201512,Canadian Dairy Commission,Student,1
201512,Canadian Dairy Commission,Term,4
201512,Canadian Environmental Assessment Agency,Casual,18
201512,Canadian Environmental Assessment Agency,Indeterminate,204
201512,Canadian Environmental Assessment Agency,Student,9
201512,Canadian Environmental Assessment Agency,Term,23
201512,Canadian Food Inspection Agency,Casual,1
201512,Canadian Food Inspection Agency,Indeterminate,5353
201512,Canadian Food Inspection Agency,Student,61
201512,Canadian Food Inspection Agency,Term,494
201512,Canadian Grain Commission,Casual,5
201512,Canadian Grain Commission,Indeterminate,376
201512,Canadian Grain Commission,Student,4
201512,Canadian Grain Commission,Term,15
201512,Canadian Heritage,Casual,72
201512,Canadian Heritage,Indeterminate,1525
201512,Canadian Heritage,Student,66
201512,Canadian Heritage,Term,85
201512,Canadian High Arctic Research Station,Casual,3
201512,Canadian High Arctic Research Station,Indeterminate,12
201512,Canadian High Arctic Research Station,Term,8
201512,Canadian Human Rights Commission,Casual,10
201512,Canadian Human Rights Commission,Indeterminate,172
201512,Canadian Human Rights Commission,Student,8
201512,Canadian Human Rights Commission,Term,12
201512,Canadian Institutes of Health Research,Indeterminate,361
201512,Canadian Institutes of Health Research,Student,10
201512,Canadian Institutes of Health Research,Term,41
201512,Canadian Intergovernmental Conference Secretariat,Indeterminate,19
201512,Canadian Intergovernmental Conference Secretariat,Student,2
201512,Canadian Northern Economic Development Agency,Casual,2
201512,Canadian Northern Economic Development Agency,Indeterminate,66
201512,Canadian Northern Economic Development Agency,Student,1
201512,Canadian Northern Economic Development Agency,Term,5
201512,Canadian Nuclear Safety Commission,Indeterminate,754
201512,Canadian Nuclear Safety Commission,Term,89
201512,Canadian Radio-television and Telecommunications Commission,Casual,12
201512,Canadian Radio-television and Telecommunications Commission,Indeterminate,411
201512,Canadian Radio-television and Telecommunications Commission,Student,2
201512,Canadian Radio-television and Telecommunications Commission,Term,17
201512,Canadian Space Agency,Casual,20
201512,Canadian Space Agency,Indeterminate,543
201512,Canadian Space Agency,Student,11
201512,Canadian Space Agency,Term,19
201512,Canadian Transportation Agency,Casual,15
201512,Canadian Transportation Agency,Indeterminate,198
201512,Canadian Transportation Agency,Student,3
201512,Canadian Transportation Agency,Term,12
201512,Civilian Review and Complaints Commission for the RCMP,Casual,5
201512,Civilian Review and Complaints Commission for the RCMP,Indeterminate,51
201512,Civilian Review and Complaints Commission for the RCMP,Student,6
201512,Civilian Review and Complaints Commission for the RCMP,Term,7
201512,Communications Security Establishment,Casual,1
201512,Communications Security Establishment,Indeterminate,2022
201512,Communications Security Establishment,Term,130
201512,Copyright Board Canada,Indeterminate,12
201512,Copyright Board Canada,Term,1
201512,Correctional Service Canada,Casual,150
201512,Correctional Service Canada,Indeterminate,16325
201512,Correctional Service Canada,Student,48
201512,Correctional Service Canada,Term,763
201512,Courts Administration Service,Casual,36
201512,Courts Administration Service,Indeterminate,499
201512,Courts Administration Service,Student,23
201512,Courts Administration Service,Term,93
201512,Department of Finance Canada,Casual,15
201512,Department of Finance Canada,Indeterminate,687
201512,Department of Finance Canada,Student,2
201512,Department of Finance Canada,Term,9
